28.45	86.05		
25.14	95.85		
39.67	121.00		
67.67	156.26		
118.45	194.43		
190.90	220.91		
269.69	215.18		
350.76	189.28		
390.88	148.75		
419.39	114.69		
433.45	88.00		
435.44	74.62		
447.23	60.44		
449.78	60.05		
452.55	68.46		
461.63	80.68		
465.70	107.40		
471.24	150.60		
482.27	208.87		
500.47	297.22		
529.09	416.52		
566.21	586.32		
604.66	819.52		
678.61	1153.07		
775.13	1640.86		
930.13	2324.64		
