1,8.760404,8.7983984,52.8922735982137,8.794036,8.81596,8.8322648
2,9.4296712,9.4766392,43.0746636007497,9.4726936,9.4957408,9.5136496
3,7.9996016,8.0375544,53.0786450538573,8.0333088,8.0624152,8.0823736
4,8.629716,8.6645344,58.6996473129138,8.6575896,8.6825448,8.7026208
5,8.7962112,8.843164,43.2425201478935,8.8382416,8.8602136,8.876212
6,9.402776,9.4426664,51.1530293002816,9.4386368,9.4597296,9.4777024
7,7.9934232,8.0324424,52.5370791815296,8.0244784,8.0526136,8.0724432
8,8.6417496,8.6765688,58.2521482400525,8.6695392,8.694632,8.7145416
9,8.792068,8.8300784,53.59820996359,8.8244088,8.8472224,8.8622928
10,9.3817336,9.4598552,25.7651251382462,9.450696,9.4658024,9.4827328
11,8.0454848,8.0843648,52.260555555557,8.0792496,8.1044144,8.1243608
12,8.6278488,8.6625688,58.6400633640552,8.656496,8.6805656,8.7004632
13,8.7811328,8.819216,53.6769336610356,8.8133072,8.835328,8.8508792
14,9.3887712,9.444644,35.945383084435,9.4427064,9.465664,9.4857552
15,7.9825592,8.0244472,48.5328495034386,8.0194744,8.0464568,8.068528
