1,8.7709368,8.8088952,53.5494488703411,8.8029568,8.8248704,8.8409184
2,9.4096952,9.45166,47.853796515174,9.4497368,9.4678088,9.4847232
3,7.995632,8.032508,54.4721987200342,8.029388,8.0573008,8.0784008
4,8.6257128,8.6605104,57.8036761155955,8.653464,8.6744776,8.7066424
5,8.778948,8.8168336,52.8600998796363,8.8116104,8.8338272,8.8497704
6,9.4157256,9.4605776,45.5414697226428,9.456692,9.4816704,9.4995664
7,7.9816856,8.0185048,54.5959553711093,8.0134144,8.0403992,8.061396
8,8.298276,8.3393368,48.8277529906866,8.2492136,8.241024,8.2409896
9,8.7818904,8.8198568,53.4773747313411,8.813788,8.835924,8.8509512
10,9.4045176,9.4738104,28.8752309042211,9.4697928,9.4838736,9.496752
11,7.9886016,8.0294712,49.8720711727057,8.0244704,8.0533272,8.0703872
12,8.649792,8.6845496,58.0798559164027,8.6785816,8.7025048,8.7235776
13,8.82384,8.8618328,52.6546661472706,8.8558456,8.8789224,8.8948752
14,9.3736008,9.4286232,36.8410792695336,9.4257072,9.4497456,9.4677464
15,8.0036776,8.0425784,51.9692140007398,8.0363704,8.0634048,8.083468
