1,8.9599568,9.031936,55.6231300153382,9.0252008,9.0325536,9.0403072,9.0472208,9.0533816,9.0602032,9.063372
2,9.599948,9.6759064,52.9197086826466,9.6689576,9.6759,9.6829144,9.6899096,9.6968376,9.7038072,9.706844
3,8.1576968,8.2336008,53.1495836846546,8.2265456,8.2356056,8.2446648,8.2515352,8.25958,8.2666304,8.2695512
4,8.8123784,8.8812584,58.3788763066202,8.8722672,8.8801048,8.8881496,8.8962744,8.9033824,8.9122032,8.915184
5,8.9560504,9.0279928,55.84320233965,9.0211896,9.029304,9.0362544,9.0432312,9.0492504,9.0562576,9.0584336
6,9.6019144,9.6788304,52.3017317593214,9.6719256,9.6789704,9.6860528,9.6928728,9.6997944,9.7058576,9.70884
7,8.1626696,8.2396312,52.1778549302505,8.2347064,8.243532,8.2515648,8.2595928,8.267452,8.2754808,8.2775592
8,8.8064248,8.8752488,58.5451557596193,8.868268,8.8751928,8.883344,8.8925952,8.89966,8.9066672,8.9103912
9,8.9670784,9.038028,56.5045327951105,9.0312576,9.0392432,9.0465024,9.0534112,9.0604696,9.0666328,9.0695512
10,9.60688,9.6828304,52.9176778529145,9.6758936,9.6828168,9.68984,9.6969048,9.7038776,9.7097784,9.7128464
11,8.1655712,8.2413752,53.0544483140733,8.2365856,8.2455216,8.2535224,8.2614776,8.2684856,8.2764168,8.2794088
12,8.8124104,8.880252,59.0621241244299,8.8732416,8.8807008,8.8886536,8.8962304,8.903752,8.9124632,8.9155456
