1,8.8442336,8.8812936,54.5878197517561,8.8733336,8.88046,8.8875032,8.8944128,8.9011928,8.911452
2,9.5200344,9.5598824,50.7912919092562,9.5567672,9.56376,9.5708408,9.5788336,9.5858176,9.5967872
3,8.0554696,8.112508,35.3157697270613,8.1083976,8.116476,8.1255008,8.1336088,8.141052,8.1535248
4,8.6816704,8.7164936,58.5855981070092,8.7094792,8.717616,8.7257264,8.7335312,8.7415392,8.7545264
5,8.8223704,8.8603832,53.6675172573465,8.8574424,8.8667512,8.8775272,8.8894872,8.899412,8.9073816
6,8.95202,9.002508,39.7418198383763,8.9981976,8.9971376,8.9960976,8.9961072,8.9972544,8.9983272
7,8.0654592,8.103264,53.3696091501609,8.0992992,8.1083384,8.1162952,8.124316,8.131372,8.1434296
8,8.7026408,8.74262,51.0234622003426,8.7356216,8.743616,8.752652,8.7606304,8.7695752,8.7825264
9,8.733136,8.8135544,25.0880320921583,8.7744104,8.7903968,8.8095032,8.9925288,8.836184,8.880284
10,9.4748648,9.5179016,46.7186965573655,9.5079768,9.512944,9.5217896,9.5287472,9.5358992,9.5447776
11,8.0657208,8.1035696,53.4806757413698,8.0994376,8.1083296,8.116364,8.1243352,8.1323488,8.1433912
12,8.7167984,8.7527008,57.0103112883827,8.7456024,8.7535448,8.761508,8.7704664,8.7784504,8.791508
13,8.828108,8.8671288,52.313822371659,8.86012,8.8682328,8.8754248,8.88222,8.8881664,8.8973144
14,8.9989048,9.0621144,32.1088821951094,9.056976,9.1080584,9.110028,9.1289,9.1709184,9.138992
15,8.0763312,8.1163016,51.4531403238401,8.11132,8.118228,8.1273328,8.1352592,8.1423504,8.1534896
