1,8.8860448,8.905136,53.3788237512569,8.9020024,8.8871872,8.8748312,8.8592072
2,9.5406088,9.5605952,50.7341892486878,9.5565784,9.5425112,9.5285912,9.5126712
3,8.1164544,8.135452,53.4749231481857,8.1373688,8.1203128,8.1023016,8.0833352
4,8.7894248,8.8072776,56.0423687040688,8.8071664,8.7963672,8.781388,8.7644008
5,8.9178864,8.9378424,51.5259671276841,8.9358416,8.9220512,8.907996,8.8919416
6,9.4605944,9.4805848,51.6051604770262,9.4765528,9.4625216,9.4475608,9.4325688
7,8.1165896,8.1353352,55.3102167975394,8.1313408,8.115248,8.098332,8.0804496
8,8.6533168,8.6754128,45.3508870383791,8.6725,8.6574888,8.640488,8.6234168
9,8.7889264,8.8079624,53.0347236814461,8.80586,8.7906792,8.7765304,8.7606968
10,9.4107544,9.4358168,40.740216419817,9.4316928,9.4166224,9.402684,9.3867248
11,8.1155816,8.134332,55.5359885655771,8.1312624,8.1162648,8.098424,8.0803992
12,8.7713344,8.7923976,49.8266265334835,8.7924472,8.7772616,8.7602936,8.7422616
13,8.9209816,8.941036,51.7386708153792,8.9377944,8.9238024,8.9107736,8.8949864
14,9.5444824,9.5655688,49.3029630472728,9.5634928,9.548552,9.53358,9.5176024
15,8.1097288,8.1358072,39.9803975704013,8.1375512,8.1215624,8.1056304,8.0876568
