1,8.888236,8.9643328,52.8825732488093,8.963448
2,9.5318648,9.6068936,53.4606391145799,9.60578
3,8.1045472,8.1784688,54.189430423585,8.1786904
4,8.755388,8.8243088,58.7094462049186,8.8231896
5,8.9543728,9.0263896,56.2851501316359,9.0243856
6,9.5258216,9.6018104,53.2154791232397,9.5987408
7,8.106636,8.1786896,55.6671616685354,8.178596
8,8.7421472,8.8111784,58.6549763005717,8.810904
9,8.8571656,8.9342104,52.2859738749407,8.9332488
10,9.5198048,9.5957688,53.3091832973508,9.5958296
11,8.076652,8.1495632,55.6259422420698,8.1489912
12,8.7291512,8.8000272,56.4678057452451,8.8006616
13,8.9450816,9.0182232,54.8442309164692,9.0172152
14,9.521708,9.5978296,53.1954977299476,9.5957184
15,8.0853264,8.1612384,52.7949441458526,8.1627536
