1,8.7990648,8.8280736,53.2853616833518,8.8281512,8.8440528,8.8582528,8.87202
2,9.4928632,9.5227768,50.4912080124084,9.517672,9.532632,9.5485384,9.5476864
3,7.9834176,8.0153904,47.8378621828566,8.0053296,8.0243608,8.0433944,8.0593536
4,8.6305912,8.66434,45.926065519367,8.6553,8.6712256,8.6882456,8.7041904
5,8.6914232,9.241896,2.73330126393165,9.2387104,9.2500592,9.2631912,9.2790216
6,9.4847016,9.5316344,32.6910391027168,9.5266784,9.542744,9.5566216,9.5705968
7,7.9715656,7.9993536,54.3014394702746,7.9914296,8.0102424,8.0282008,8.04526
8,8.7455872,8.7723032,57.2397439736479,8.7643568,8.7812816,8.7982832,8.813248
9,9.2331048,9.2630216,52.0324633650649,9.2380904,9.2500448,9.2642488,9.281004
10,8.950788,8.9871648,41.9698544127013,8.987068,8.9870712,8.9870816,8.9871168
11,7.9445336,7.9803808,42.5808208172464,7.9735944,7.9913912,8.0082568,8.0243144
12,8.6193992,8.6472536,54.8783746912502,8.6392536,8.6552648,8.6722824,8.6872312
13,8.7647792,8.7938352,52.9623623348006,8.7868872,8.8027336,8.8167512,8.828788
14,9.3957168,9.4387064,35.8388121778303,9.4346616,9.4497208,9.4636728,9.4766656
15,7.6008632,7.640348,38.6846584001942,7.9845336,8.1843096,8.2345488,8.251424
