1,8.8212504,8.8943544,55.2859077478668,8.8871312,8.8941232,8.9023344,8.9092896,8.9182696,8.9253016,8.9293576
2,9.485724,9.5617176,52.6588239009599,9.5537944,9.5597816,9.5647976,9.5706616,9.5766696,9.5827032,9.5857504
3,8.0714712,8.1494696,51.7055067796261,8.1414272,8.1494408,8.1575608,8.1666312,8.173756,8.1815936,8.1855352
4,8.7039544,8.773868,57.3487790644456,8.765644,8.7725528,8.7796872,8.7888736,8.7965848,8.8035376,8.8075768
5,8.8613024,8.9384888,52.0433366499795,8.9324376,8.9404352,8.9484776,8.9554488,8.9621504,8.9683416,8.9714184
6,9.4899456,9.5668384,52.6692902326359,9.560848,9.5677368,9.5757976,9.5827736,9.5898056,9.597736,9.6016984
7,8.0704232,8.1487032,51.1992233009712,8.1434584,8.1515928,8.1596896,8.1675952,8.175744,8.1836048,8.1865896
8,8.6867616,8.7584728,56.1600893584271,8.7506008,8.7585584,8.7666136,8.7735448,8.78148,8.7904728,8.7934232
9,8.8349592,8.9191296,47.9458859646624,8.9131608,8.9212336,8.9285008,8.935348,8.9422072,8.9490992,8.9520496
10,9.5007512,9.576796,52.8586464820737,9.5718776,9.5798264,9.5868208,9.5937592,9.6017688,9.6087784,9.613836
11,8.0444736,8.1206488,52.8425471807099,8.1154984,8.1234968,8.1316424,8.139572,8.1475216,8.1546064,8.1576792
12,8.7004128,8.7772664,52.7133745198665,8.7702368,8.7775424,8.7856696,8.7925616,8.8005704,8.8086096,8.8125504
13,8.8520344,8.9351112,48.2644035398578,8.9291664,8.9371544,8.944132,8.9521368,8.9600728,8.9661096,8.9700872
14,9.4968064,9.5727008,53.4177646835608,9.5667088,9.5737896,9.5818104,9.5887392,9.5958744,9.6028696,9.6067128
15,8.0716592,8.1436632,55.7479945558568,8.137688,8.1455376,8.1525888,8.1615528,8.1686944,8.1775544,8.1806048
