1,8.7761432,8.8151768,51.921703353009,8.8102272,8.8312376,8.8503224
2,9.4218344,9.4606992,52.0391099400991,9.45364,9.4736944,9.492596
3,7.9923344,8.035496,46.6470473754445,8.03156,8.0595144,8.0903112
4,8.6256432,8.6604408,58.2493505299229,8.6534216,8.6784704,8.7015944
5,8.7812168,8.8251672,46.3722650988387,8.8204544,8.84294,8.862132
6,9.3766968,9.4176824,49.1351255074943,9.4146904,9.4376176,9.458668
7,7.9655176,8.0064288,50.1341588611431,8.0025336,8.0284824,8.053424
8,8.6217048,8.6585864,54.4509077697266,8.6526144,8.6775264,8.7005472
9,8.814256,8.8511728,55.4305898669438,8.844492,8.8660728,8.8840984
10,9.3867872,9.4288032,48.5134234577301,9.4246488,9.4466488,9.4676456
11,7.9384016,7.989528,39.6817534580958,7.9855504,8.0105048,8.0345904
12,8.6486312,8.6844824,57.2928772258673,8.6775576,8.7025576,8.725568
13,8.7778232,8.815816,53.5600218988867,8.8101704,8.8317496,8.8514256
14,9.4878696,9.5278016,50.6637483722324,9.5148648,9.5366808,9.5527552
15,7.982504,8.0194776,54.8532195945208,8.0143936,8.0414456,8.0663624
