1,9.0012976,9.074364,54.7922601907306,9.0703384
2,9.6458488,9.7218112,53.3275146651502,9.7159816
3,8.2177816,8.2886792,56.4268296811173,8.2856024
4,8.8490648,8.917916,58.7768753485785,8.9148984
5,9.0011496,9.075244,54.5678701764237,9.0713656
6,9.65002,9.7248784,53.4707928569138,9.7218728
7,8.2107664,8.2826808,56.1282135427683,8.2797328
8,8.847176,8.9160344,58.8569208694946,8.9136992
9,9.0071704,9.0801848,54.9174135512995,9.0772184
10,9.646964,9.722848,53.1002161193398,9.71898
11,8.1986296,8.2725392,54.7313258358857,8.2695952
12,8.8503704,8.9191784,58.4115771421922,8.9167704
13,9.0041992,9.0772536,55.1189907794738,9.0742648
14,9.6439096,9.7198056,53.3612680510171,9.7159384
15,8.157736,8.2325936,53.8380044244007,8.2307072
