1,8.4635352,8.518832,36.5581805818788,8.706904,8.716684,8.7147536,8.6987544,8.7007968
2,9.480532,9.5276448,42.4898880983521,9.5187288,9.512576,9.5047608,9.5027104,9.4956456
3,8.2593224,8.2984648,51.5016657128851,8.2965776,8.2874648,8.2804368,8.2725504,8.2655496
4,8.7114416,8.7484048,55.5324701324578,8.742544,8.7345872,8.7263336,8.71836,8.7102856
5,8.9968912,9.0337528,55.2762115589124,9.0359,9.0278152,9.0209776,9.0149064,9.0079128
6,9.1314568,9.1848288,37.8354867720906,9.1836344,9.1876728,9.1896352,9.2147736,9.5612256
7,8.2593048,8.2985184,51.0362119264744,8.296452,8.2814944,8.2804656,8.2735064,8.2664776
8,8.8104152,8.8109488,-21.3853073462991,8.8107896,8.8109064,8.810844,8.8109688,8.8109512
9,8.890876,8.9358664,45.0854493403041,8.9348888,8.9289328,8.9168832,8.910884,8.9038424
10,9.536568,9.5607,43.0285595889279,9.5607368,9.5606592,9.5597624,9.5497104,9.54368
11,8.1195512,8.157352,54.3772089479596,8.1523032,8.1422432,8.136264,8.1224936,8.1294488
12,8.4701704,8.5234128,38.0525783961666,8.7065184,8.811564,8.8110488,8.8109456,8.8110352
