1,8.8762488,8.9291768,38.3359507255142,8.9244024,8.9474064,8.9673496
2,8.9505184,8.9506472,-340.962732917675,8.9504584,8.9503856,8.950368
3,7.9674152,8.0085544,49.5399278546983,8.0034272,8.030452,8.0534488
4,8.6107072,8.6465728,57.0105672287663,8.6384792,8.6634816,8.6864928
5,8.71484,8.7548584,50.8615486876047,8.7531488,8.7791032,8.8032856
6,9.3685328,9.4387832,28.6037659572049,9.435748,9.45776,9.478764
7,7.945564,7.99236,43.0552440379523,7.9893568,8.0143264,8.0383864
8,8.6056536,8.6414432,57.2921463218376,8.6335352,8.6584888,8.6804904
9,8.8680736,8.9063736,52.599018276763,8.8891328,8.9121496,8.9303368
10,9.5266912,9.5688088,47.6796636085636,9.5647064,9.5947296,9.6028128
11,8.0705048,8.1133304,47.8240538369568,8.1043216,8.1302824,8.1512264
12,8.6877456,8.7235608,56.5145971542808,8.7165264,8.7404272,8.7634928
13,8.84418,8.8892176,44.6523216157161,8.8814832,8.9034368,8.9235
14,9.4836264,9.53074,43.2224156082326,9.5247272,9.5476344,9.569672
15,8.07254,8.110316,54.0018371452787,8.1053112,8.1312056,8.1531648
