1,8.9671352,9.0391416,55.8323537907733,9.0361872,9.0411672,9.0479736,9.0552456,9.0620424,9.069012,9.0721976,9.07414
2,9.608028,9.6838776,53.091069695818,9.6820472,9.6879272,9.6938616,9.7008496,9.7069016,9.7129632,9.7159416,9.7178264
3,8.1738392,8.249716,53.3766421356728,8.2476112,8.2536376,8.2606136,8.2687424,8.276708,8.2846472,8.2875016,8.2884728
4,8.8001224,8.8699888,57.6288373238062,8.866768,8.8719,8.8790584,8.8856504,8.893676,8.901912,8.9050992,8.9081992
5,8.966164,9.0381496,55.6677557733758,9.0361256,9.0411952,9.0481904,9.0541752,9.0611224,9.0680728,9.0711,9.0728904
6,9.6109272,9.6868968,53.1294043933372,9.6848824,9.6899152,9.6969304,9.7029688,9.7099688,9.715912,9.7197968,9.7209648
7,8.1553848,8.2335288,51.7514383701884,8.2337192,8.2406192,8.2477016,8.2576888,8.2655816,8.2715968,8.27564,8.2765752
8,8.807228,8.8760664,58.7332709650437,8.8730664,8.8777048,8.8844912,8.8922472,8.9012664,8.9084016,8.9116272,8.9145496
9,8.9709624,9.043008,56.2930199762366,9.0400504,9.0451648,9.051164,9.0590576,9.0662216,9.0723128,9.0759784,9.0764568
10,9.6090272,9.6848968,52.9002024526287,9.6838032,9.689884,9.6959664,9.7019544,9.708972,9.714876,9.7178536,9.7188912
11,8.1544848,8.2305072,53.3367717935771,8.2284208,8.234544,8.2424696,8.250496,8.2594672,8.2664408,8.2693968,8.2704504
12,8.8083376,8.8761784,58.9733051497027,8.8743064,8.8792336,8.8866096,8.89318,8.9013352,8.9091352,8.912224,8.9140832
13,8.9690752,9.0401272,56.4653999887407,9.0381376,9.0430576,9.0490392,9.056156,9.0632536,9.07022,9.073248,9.0762296
14,9.6049712,9.6808928,53.2561589850576,9.6789472,9.683904,9.6909152,9.6969368,9.7038968,9.7108424,9.713856,9.7158864
15,8.1225336,8.1944824,55.9672266945387,8.1915344,8.198572,8.2065368,8.2143936,8.22252,8.230552,8.234428,8.2365856
