1,8.9009392,8.9421448,48.57292212709,8.941976,8.9359704,8.9181496,8.9070296,8.9149344
2,8.99174,9.0357648,46.3367829041805,9.046556,9.0241072,9.0311064,9.489196,9.3967384
3,8.2015008,8.2415608,51.0326809785317,8.2376656,8.2276392,8.219468,8.2094792,8.2005408
4,8.2941648,8.3515096,35.0724320252234,8.3606968,8.3546336,8.351496,8.3435256,8.332464
5,8.9260088,8.9649728,52.1228621291448,8.9618712,8.9549272,8.94894,8.942852,8.9359704
6,9.1035032,9.1647944,32.6591093011724,9.1647008,9.1777496,9.172656,9.167656,9.1627384
7,8.2595568,8.2996824,50.4783479873203,8.2985896,8.2894928,8.2814552,8.2737552,8.2655128
8,8.8103488,8.810996,-13.838071693459,8.8108256,8.8108024,8.8108664,8.8108984,8.8109744
9,8.6754552,8.7278936,38.5589949350096,8.7196344,8.7510216,8.7308768,8.7269656,8.7212816
10,8.8503824,9.088928,8.42202497132629,9.4240064,9.342444,9.3248632,9.3088896,9.2948224
11,8.1195368,8.1564208,55.0318078299552,8.1535008,8.1434304,8.1346648,8.1256024,8.1155464
12,8.8104664,8.8111064,-10.7312499999891,8.8111688,8.8143576,8.811124,8.7984824,8.8105848
