1,8.849088,8.8892696,50.4910854719569,8.887028,8.8819496
2,9.4826256,9.5617176,25.4117382288982,9.5657088,9.559636
3,8.1155528,8.1513864,55.9045253616715,8.1515864,8.1464696
4,8.7547184,8.7905352,56.6644144647189,8.7896264,8.7846232
5,8.8770328,8.9150496,53.9317670082709,8.9089456,8.9060896
6,9.4997912,9.5448808,45.3687280437185,9.5537176,9.5496648
7,8.1197104,8.1554712,57.0962450504487,8.1554072,8.1504664
8,8.2550136,8.300224,45.1516332525258,8.2862424,8.3813752
9,8.856884,8.894884,52.9591105263179,8.8890688,8.8860888
10,9.533768,9.5726576,51.6606650621257,9.5717112,9.5676528
11,9.3009848,9.3016424,-17.8649635036424,9.3015912,9.3016088
12,8.757756,8.7935048,57.4826399767288,8.792492,8.7884376
13,8.6706792,8.7271224,36.0076891459022,8.8451432,8.8329288
14,9.5087576,9.5617528,38.3015593865093,9.5596568,9.5567648
15,8.1967336,8.3580152,12.4600214779615,8.3870432,8.3568952
