1,8.9106776,8.9308712,51.8696517708563,8.9261504,8.9253856,8.9278328,8.9248512,8.9239264
2,9.6097816,9.6330064,43.5925390100248,9.6298632,9.6498104,9.6277568,9.5918808,9.5571768
3,8.127368,8.1494296,46.1239982594214,8.1494256,8.1483704,8.1494168,8.1493376,8.1473592
4,8.7586688,8.7765312,56.8229465245423,8.7774008,8.7766088,8.7766328,8.776684,8.7756184
5,8.8705976,8.8896024,54.6424061289797,8.888336,8.8872544,8.887248,8.8871728,8.8871608
6,9.5409512,9.5617752,50.1722147522107,9.5627832,9.5627232,9.5627936,9.5637896,9.5637784
7,8.1163888,8.1393656,43.9337766790843,8.1392728,8.1383344,8.1373848,8.137444,8.1375088
8,8.8115736,8.834696,45.1916496557449,8.833732,8.8326384,8.8315256,8.8326936,8.8315256
9,8.8822904,8.9023792,52.0673210943414,8.9003192,8.9004856,8.899324,8.89934,8.8992416
10,9.5148312,9.534624,51.797926518731,9.5337056,9.5326816,9.5327872,9.5317792,9.5317768
11,8.1284144,8.147392,54.6832265407653,8.1463616,8.1472744,8.1472296,8.1481152,8.1472424
12,8.8084856,8.8326776,43.5710482804213,8.8346216,8.8315432,8.8244728,8.8205888,8.8346432
