1,8.883816,8.9119304,53.8070881825688,8.9059672,8.9209216,8.934636,8.947176
2,9.499628,9.530616,49.0075061314046,9.5255544,9.541588,9.5566008,9.570524
3,8.0843904,8.1133592,52.7650161553129,8.1063872,8.11448,8.1314456,8.1454072
4,8.6413864,8.6682696,57.6807597309837,8.6553848,8.6733872,8.6903224,8.7073304
5,8.8418816,8.8708936,53.2246036122987,8.8656728,8.8808152,8.8939488,8.906924
6,9.4716088,9.5055984,44.2176548120602,9.5015352,9.5156,9.5305656,9.5446072
7,8.1655008,8.196368,49.7650580551533,8.190508,8.2104152,8.2274536,8.2323928
8,8.7326232,8.7592928,56.9882787893332,8.7533944,8.7702752,8.7873848,8.802332
9,8.7655224,8.8005584,43.4557084142027,8.7964312,8.8114672,8.8246608,8.8376712
10,9.3925496,9.428552,41.7510443748204,9.4316256,9.4524232,9.467496,9.4824896
11,7.9691968,8.0033488,45.1224759896935,7.9963648,8.015296,8.0343192,8.0502448
12,8.7356512,8.7623624,57.6187067597088,8.7542648,8.771336,8.7882632,8.804316
13,8.7989648,8.8269048,55.0970866141748,8.8207816,8.8367064,8.8468568,8.8597944
14,8.9530808,8.9912696,39.5661083877992,8.9872528,8.9912888,8.9973504,8.9962904
15,7.6007704,7.6373128,42.1365810674722,7.6913448,7.7312104,7.6972592,7.7274688
