1,8.9449912,9.02004,53.8320825915942,9.0158456,9.0210296,9.0271832,9.0332192,9.0403928,9.0472352,9.0513232
2,9.5978824,9.6747424,52.3557481134531,9.6719008,9.6769,9.6829272,9.689888,9.6959224,9.7038592,9.7058784
3,8.1707232,8.2476184,52.4609806593903,8.244692,8.2517144,8.2586744,8.2667088,8.2736576,8.2816504,8.284708
4,8.8093808,8.8793152,57.8497420439717,8.8756064,8.879736,8.8870144,8.8937608,8.9017088,8.9107768,8.9127608
5,8.9622344,9.035168,55.4328923843052,9.0319832,9.0378104,9.044224,9.051152,9.0573352,9.0642528,9.0671416
6,9.5989704,9.6758968,52.2211932444521,9.6749152,9.6798144,9.6858664,9.6928648,9.7008448,9.7067704,9.70976
7,8.1606448,8.2375448,52.6206814044212,8.2355408,8.242664,8.2497432,8.2587064,8.2668336,8.2737104,8.2766904
8,8.8088744,8.878756,57.7445650929583,8.876332,8.8821032,8.8884856,8.8962336,8.9042072,8.9121584,8.9154168
9,8.953064,9.0261328,55.1036119383378,9.0240256,9.0290176,9.0350616,9.042076,9.0491616,9.0552416,9.0593808
10,9.5709296,9.6468288,52.8122931466996,9.6448528,9.6509032,9.6578616,9.6649144,9.6719048,9.6778392,9.68192
11,8.1637088,8.2395976,53.1523334141537,8.2375744,8.2437528,8.2516224,8.2596416,8.2677056,8.2755896,8.2786288
12,8.8119632,8.8808584,58.7279491169196,8.8772112,8.8829592,8.8893704,8.898172,8.9042568,8.9131144,8.916128
13,8.9628432,9.0348664,55.6743493763119,9.0319584,9.0379416,9.0440512,9.0502808,9.0581552,9.0642072,9.0675664
14,9.6058176,9.6816824,52.9472377176242,9.6809528,9.6859712,9.691848,9.698812,9.7058592,9.7118952,9.7148624
15,8.1564848,8.2334648,52.2815042868273,8.23162,8.237716,8.245784,8.2536728,8.2615784,8.268684,8.2716936
