1,8.9186008,8.9586064,51.2949087127794,8.955724,8.9389192,8.917904
2,9.5264984,9.567516,49.9123888282103,9.5634536,9.5464952,9.5245688
3,8.04752,8.0854872,52.9107229398023,8.0854488,8.0674888,8.0323264
4,8.6663128,8.7062808,50.2309397518014,8.7052712,8.6842568,8.6603064
5,8.90558,8.9445936,52.4675036397581,8.9394648,8.9235432,8.9027936
6,9.5616552,9.601544,50.8580453661179,9.5835544,9.581428,9.5595816
7,8.1366424,8.173576,54.6707496696758,8.171524,8.1395144,8.112348
8,8.6435208,8.6783288,58.0430820501035,8.67826,8.6593384,8.637316
9,8.920684,8.9586008,53.3108648409154,8.9540016,8.9359032,8.9137968
10,9.5437048,9.5845728,49.0655378291087,9.5815584,9.5644472,9.542592
11,8.031608,8.0694368,53.3352260711419,8.0664496,8.0463928,8.0184128
12,8.7386656,8.7744616,56.6663202592448,8.7722896,8.7533096,8.728304
