1,8.9544104,9.026508,56.2465879585456,8.9530568,8.9472944,8.939128,8.9321416,8.9242848,8.9164696,8.9084088
2,9.6468104,9.7216496,53.8278549209508,9.6448928,9.6407968,9.6327624,9.6247752,9.616692,9.6089544,9.6017552
3,8.2225624,8.2934992,57.0769981166333,8.22166,8.2156776,8.2076984,8.1986168,8.188684,8.1795216,8.1696328
4,8.8577416,8.9256912,59.2429742044115,8.856876,8.8509368,8.843136,8.8339792,8.8260208,8.8178584,8.8086408
5,8.9912632,9.0633016,55.5564976456999,8.9881128,8.9841616,8.9774136,8.971496,8.9643384,8.9572384,8.9483056
6,9.6358552,9.7116976,53.1609469109621,9.63186,9.6287616,9.62168,9.6148456,9.6077944,9.600684,9.5927688
7,8.2225112,8.293368,56.8249822176562,8.218616,8.2145864,8.2066488,8.1986048,8.189768,8.1806088,8.1707664
8,8.850184,8.9191712,58.4784858640454,8.8477304,8.8445952,8.8371512,8.8292024,8.8209912,8.813532,8.8040416
9,8.98334,9.056452,55.3285343035342,8.980252,8.9761896,8.9692824,8.9631168,8.9562304,8.9483336,8.9409384
10,9.6368504,9.7127304,53.3517026884557,9.6328856,9.6288192,9.6217752,9.6157976,9.6087992,9.6017888,9.5937824
11,8.2126544,8.284484,55.8157249935952,8.20972,8.2056512,8.197644,8.188716,8.1806744,8.171508,8.1626008
12,8.848172,8.9171584,58.757256502731,8.8467752,8.8420376,8.8353784,8.8273896,8.8190984,8.8105208,8.8026968
13,8.9950856,9.0701832,53.5480255028115,8.9931624,8.9892248,8.9832872,8.9761528,8.9701144,8.9630776,8.95504
14,9.6278304,9.7037912,52.7753973101923,9.624748,9.6206664,9.6146232,9.607744,9.6016032,9.5946704,9.5886792
15,8.2084624,8.280392,55.9308657353852,8.207536,8.2026072,8.1946968,8.1864672,8.1775552,8.168396,8.1593368
