1,8.806244,8.8453152,51.2543868629573,8.8414072,8.8493672,8.856368,8.8652336,8.8711832,8.8804592
2,9.45764,9.5217816,31.4326677226631,9.5208168,9.525804,9.5200088,9.5347952,9.5237896,9.5338488
3,8.0796272,8.1174216,53.3621488897812,8.1143768,8.1224136,8.1303552,8.1383432,8.1452768,8.156376
4,8.7158392,8.7506904,57.7493113580015,8.7445096,8.7525744,8.7591824,8.7675688,8.775492,8.7727384
5,8.8551504,8.9062952,39.8139478500249,8.9022696,8.9114408,8.9173816,8.9232856,8.9291008,8.9381384
6,9.476792,9.5157048,52.1064791019917,9.5126688,9.5206216,9.5296936,9.5377272,9.5467512,9.5587456
7,8.08362,8.120412,54.6700043487712,8.1172824,8.1253752,8.1333208,8.141344,8.1483192,8.1592616
8,8.7077664,8.7437056,56.6999654972849,8.7357528,8.7426488,8.7516872,8.7597096,8.7676096,8.7795552
9,8.8330904,8.8762288,47.2655499508557,8.8702616,8.8783512,8.8862744,8.893276,8.8992792,8.9093464
10,9.4986592,9.5376504,51.8543876567022,9.5337992,9.5407296,9.5507392,9.55878,9.566748,9.5787192
11,8.1458872,9.0441336,2.25139738940229,9.0422376,9.0502432,9.057292,9.0651288,9.0722192,9.0843064
12,8.7219744,8.7578456,55.9977697986144,8.7516992,8.7587408,8.7687736,8.7767592,8.7837328,8.7965808
13,8.8410992,8.8862264,44.6623765711149,8.8812472,8.8892544,8.8970744,8.903272,8.9103864,8.9203792
14,9.4698904,9.5247544,37.3492927967336,9.5197352,9.5268432,9.5346976,9.542752,9.5497216,9.5607568
15,8.0844312,8.135772,39.2393729743205,8.4931232,8.502108,8.5231448,8.4712608,8.4770136,8.4921864
