freq/Hz	Re(Z)/Ohm	Im(Z)/Ohm	
7.0000185E+006	-2.1609837E+001	-1.3501469E+002
4.7356185E+006	1.2904909E+001	2.1820572E+002
3.2037188E+006	1.5219844E+002	9.5881909E+002
2.1673750E+006	4.2168533E+002	6.1533600E+002
1.4662634E+006	4.3172308E+002	1.7623543E+002
7.0000185E+006	-8.3863503E+001	-1.0721678E+002
4.7356185E+006	-9.5053116E+001	9.0921173E+001
3.2037188E+006	-1.4643423E+002	4.6543378E+002
2.1673750E+006	1.5955444E+002	3.9564374E+002
1.4662634E+006	1.7379779E+002	1.0071694E+002
9.9195556E+005	1.7180544E+001	-2.8323090E+001
7.0000185E+006	6.1905251E+001	-1.1554259E+002
4.7356185E+006	1.1351855E+002	2.2321887E+002
3.2037188E+006	1.8086600E+003	6.1489723E+001
2.1673750E+006	2.3865804E+002	6.7658093E+002
7.0000185E+006	4.5521263E+001	-4.9396069E+001
4.7356185E+006	5.1893854E+002	2.1440752E+002
3.2037188E+006	-1.3929645E+002	7.5345514E+002
2.1673750E+006	1.9260675E+002	4.7019208E+002
7.0000185E+006	4.8091385E+002	4.7001385E+001
4.7356185E+006	-6.8051453E+001	2.1621417E+002
3.2037188E+006	-2.9820285E+002	1.2938555E+003
2.1673750E+006	4.5083286E+002	4.2905545E+002
1.4662634E+006	3.2308188E+002	1.1931013E+002
7.0000185E+006	4.5230041E+000	-1.4828571E+002
4.7356185E+006	4.1171814E+001	3.3665988E+002
3.2037188E+006	1.9468890E+002	5.5710382E+002
2.1673750E+006	3.8322549E+002	4.2535388E+002
7.0000185E+006	7.2651642E+001	8.8183975E+001
4.7356185E+006	-7.0314613E+001	-1.4841756E+002
3.2037188E+006	1.0387004E+002	3.9708386E+002
2.1673750E+006	8.0702209E+001	3.2708636E+002
1.4662634E+006	1.2834732E+002	4.9006447E+001
7.0000185E+006	2.9719229E+001	-4.1082508E+001
4.7356185E+006	-5.2498276E+001	-4.2045052E+001
3.2037188E+006	-5.2542496E+001	2.9837421E+001
2.1673750E+006	-1.8153126E+001	4.7703697E+001
1.4662634E+006	-4.2780032E+000	4.0403416E+001
7.0000185E+006	5.5134998E+002	9.4505975E+002
4.7356185E+006	1.4216217E+002	2.1601349E+002
3.2037188E+006	-3.4888284E+002	6.9064880E+002
2.1673750E+006	4.2298621E+002	3.8747861E+002
1.4662634E+006	4.6856503E+002	1.7987100E+002
7.0000185E+006	3.3723587E+001	-1.1814628E+002
4.7356185E+006	9.4297813E+001	-3.1012604E+002
3.2037188E+006	-1.8992926E+002	8.8322888E+002
2.1673750E+006	4.5948978E+002	6.6221472E+002
1.4662634E+006	3.1629471E+002	1.2867929E+002
7.0000185E+006	1.5029445E+002	6.2907425E+001
4.7356185E+006	-6.2351917E+002	6.7116223E+002
3.2037188E+006	3.2821616E+002	8.0539697E+002
2.1673750E+006	1.8344220E+002	5.0880173E+002
1.4662634E+006	1.2599130E+002	4.0613010E+001
7.0000185E+006	3.9625099E+001	-4.8820747E+001
4.7356185E+006	-4.8085186E+001	-3.9819046E+001
3.2037188E+006	-5.1577038E+001	2.7991165E+001
2.1673750E+006	-2.1769854E+001	4.6154213E+001
1.4662634E+006	-5.5362182E+000	3.8170982E+001
7.0000185E+006	2.0402475E+001	-4.8128944E+001
4.7356185E+006	-1.8190942E+002	2.1141925E+002
3.2037188E+006	3.5567633E+002	9.1437366E+002
2.1673750E+006	4.9349942E+002	6.1775562E+002
1.4662634E+006	4.1933203E+002	1.4833914E+002
7.0000185E+006	7.5724764E+000	-1.2983090E+002
4.7356185E+006	9.8716553E+001	2.2348735E+002
3.2037188E+006	1.8275653E+002	8.4879767E+002
2.1673750E+006	5.3283069E+002	5.7589337E+002
1.4662634E+006	3.2864871E+002	1.8579051E+002
7.0000185E+006	3.1080820E+001	-3.6798870E+001
4.7356185E+006	-5.4985439E+001	-4.7528164E+001
3.2037188E+006	-5.2833191E+001	2.6106014E+001
2.1673750E+006	-2.0292101E+001	4.0147141E+001
1.4662634E+006	-1.0195146E+001	3.1925179E+001
7.0000185E+006	1.3784181E+001	-1.4210118E+002
4.7356185E+006	-4.7858795E+001	-2.5108217E+002
3.2037188E+006	5.7770209E+002	8.2029071E+002
2.1673750E+006	6.4592194E+002	6.9272528E+002
1.4662634E+006	6.3183942E+002	3.3024887E+002
7.0000185E+006	-5.6742149E+001	-1.2843735E+002
4.7356185E+006	1.3306165E+002	6.2658936E+001
3.2037188E+006	9.6765915E+001	3.9857162E+002
2.1673750E+006	3.2295612E+002	2.5722873E+002
1.4662634E+006	2.2372421E+002	9.1770370E+001
9.9195556E+005	3.1862198E+001	-2.5521351E+001
7.0000185E+006	2.5138319E+001	-5.9224297E+001
4.7356185E+006	-6.5976076E+000	-5.0724957E+002
3.2037188E+006	-2.4917346E+002	7.0988770E+002
2.1673750E+006	2.6137143E+002	5.1856659E+002
7.0000185E+006	1.4714572E+002	-7.0016258E+001
4.7356185E+006	3.6719849E+002	-1.3185555E+002
3.2037188E+006	4.4134729E+002	9.6626013E+002
2.1673750E+006	2.1788599E+002	5.1063193E+002
7.0000185E+006	3.3291817E+001	-4.5285854E+001
4.7356185E+006	-4.9707264E+001	-4.2728149E+001
3.2037188E+006	-5.2195103E+001	2.9964712E+001
2.1673750E+006	-1.6560734E+001	4.9388920E+001
1.4662634E+006	-3.9665263E+000	4.0208214E+001
7.0000185E+006	3.3836266E+001	-7.0956848E+001
4.7356185E+006	1.4327544E+002	-1.5741164E+001
7.0000185E+006	7.3167595E+001	-6.9645798E+001
4.7356185E+006	3.8170627E+002	3.5982916E+002
3.2037188E+006	-1.0815997E+002	7.4693787E+002
2.1673750E+006	1.8846419E+002	6.7326672E+002
1.4662634E+006	3.1675381E+002	1.3144765E+002
7.0000185E+006	-2.4116462E-001	-1.0209924E+002
4.7356185E+006	-2.1903899E+002	-2.3227875E+002
3.2037188E+006	1.0191736E+002	1.6040898E+003
2.1673750E+006	3.5365314E+002	5.4408014E+002
7.0000185E+006	2.7120617E+001	-4.7230873E+001
4.7356185E+006	-7.0323921E+001	-4.9666855E+001
3.2037188E+006	-5.3387295E+001	2.9996841E+001
2.1673750E+006	-1.6493515E+001	4.9308960E+001
1.4662634E+006	-1.7210339E+000	4.1213852E+001
7.0000185E+006	8.9322769E+001	7.2880386E+001
4.7356185E+006	2.7440810E+000	-1.3658278E+002
3.2037188E+006	3.0670303E+002	3.2481058E+002
2.1673750E+006	3.6324399E+000	8.9361194E+002
1.4662634E+006	3.7276358E+002	1.3199756E+002
7.0000185E+006	-1.8581254E+000	-3.4559023E+000
4.7356185E+006	1.6236923E+002	-1.0415554E+002
3.2037188E+006	1.0898927E+002	4.0983707E+002
2.1673750E+006	1.1681267E+002	3.8992389E+002
7.0000185E+006	-3.2154377E+001	-1.0904372E+002
4.7356185E+006	5.3264551E+002	9.3721596E+001
3.2037188E+006	1.0603214E+002	9.3448248E+002
2.1673750E+006	2.3219014E+002	5.1697479E+002
7.0000185E+006	3.9081879E+001	-3.6923714E+001
4.7356185E+006	-5.4920704E+001	-4.1599262E+001
3.2037188E+006	-5.2322113E+001	3.1292459E+001
2.1673750E+006	-1.6343424E+001	4.9624504E+001
1.4662634E+006	-2.1112216E+000	4.2037548E+001
7.0000185E+006	2.2442755E+002	-6.9326881E+001
4.7356185E+006	6.5632825E+002	3.6841077E+002
3.2037188E+006	2.0039786E+002	7.2129572E+002
2.1673750E+006	7.2466986E+002	4.0143198E+002
1.4662634E+006	4.2325986E+002	1.7288281E+002
7.0000185E+006	-1.2093220E+002	-3.2391257E+002
4.7356185E+006	-5.4234055E+001	1.1182166E+002
3.2037188E+006	1.6893185E+001	7.2759772E+002
2.1673750E+006	1.0342902E+003	5.3156494E+002
7.0000185E+006	-1.3327629E+001	-2.7116049E+002
4.7356185E+006	-8.4340767E+001	-1.4725002E+002
3.2037188E+006	-3.2045551E+001	7.4111761E+002
2.1673750E+006	2.6046014E+002	4.5086237E+002
7.0000185E+006	1.3118796E+002	-3.7110734E+000
4.7356185E+006	2.4807550E+001	-1.3722827E+002
3.2037188E+006	-5.3192329E+001	3.2826077E+001
2.1673750E+006	-1.5987997E+001	4.9540974E+001
1.4662634E+006	1.0772603E+000	4.3429184E+001
7.0000185E+006	-1.8957710E+001	-1.3452309E+002
4.7356185E+006	-8.3950432E+001	-2.1736818E+002
3.2037188E+006	1.8584071E+002	4.3071487E+002
2.1673750E+006	4.0358722E+002	2.3264304E+002
1.4662634E+006	2.5635120E+002	1.0613485E+002
7.0000185E+006	3.0225357E+001	-8.9083344E+001
4.7356185E+006	2.0546831E+001	-1.3261737E+002
3.2037188E+006	3.6129892E+002	5.6056879E+002
2.1673750E+006	3.4494421E+002	4.9933832E+002
7.0000185E+006	4.6203117E+001	-1.4232547E+002
4.7356185E+006	-9.4409584E+001	-2.6747821E+002
3.2037188E+006	1.5510886E+002	5.2023914E+002
2.1673750E+006	4.2877724E+001	3.2244766E+002
1.4662634E+006	1.1361106E+002	4.1551216E+001
7.0000185E+006	2.2698645E+001	-3.7818207E+001
4.7356185E+006	-5.0529972E+001	-4.4403946E+001
3.2037188E+006	-5.5319328E+001	3.0681036E+001
2.1673750E+006	-1.8865177E+001	4.9495293E+001
1.4662634E+006	-3.2509856E+000	4.0587658E+001
7.0000185E+006	-7.3803444E+001	-6.3288174E+001
4.7356185E+006	2.1330637E+002	6.1530518E+002
3.2037188E+006	-3.9950309E+000	9.4779688E+002
2.1673750E+006	4.5804013E+002	4.3862631E+002
7.0000185E+006	1.7407541E+001	-5.3631920E+001
4.7356185E+006	8.4768555E+001	2.4248187E+002
3.2037188E+006	1.3072508E+002	4.3570651E+002
2.1673750E+006	2.6746140E+002	3.5060330E+002
1.4662634E+006	1.6547156E+002	7.4105240E+001
7.0000185E+006	1.3283076E+002	5.5604469E+001
4.7356185E+006	-4.9762521E+002	-2.0321227E+002
3.2037188E+006	2.8924643E+002	7.4671185E+002
2.1673750E+006	4.2742447E+002	8.1433472E+002
7.0000185E+006	4.5128975E+001	-3.3933586E+001
4.7356185E+006	-5.4552074E+001	-3.8821239E+001
3.2037188E+006	-5.3224373E+001	3.0423508E+001
2.1673750E+006	-1.9072506E+001	5.1687687E+001
1.4662634E+006	-2.3751271E+000	4.1547241E+001
7.0000185E+006	-3.6627087E+001	-1.2888029E+002
4.7356185E+006	-1.8252390E+002	3.7749902E+002
3.2037188E+006	2.4575583E+002	3.7830353E+002
7.0000185E+006	-1.2578626E+001	-1.1478631E+002
4.7356185E+006	-9.8919052E+001	1.7077983E+002
3.2037188E+006	-1.0421904E+002	5.8394116E+002
2.1673750E+006	1.9156554E+002	3.3288196E+002
1.4662634E+006	1.7745950E+002	7.3067108E+001
7.0000185E+006	1.6728508E+001	-4.7573681E+001
4.7356185E+006	-4.0555008E+001	-2.8052683E+001
3.2037188E+006	-5.4446259E+001	2.7299835E+001
2.1673750E+006	-2.2115191E+001	4.1452991E+001
1.4662634E+006	-9.5087242E+000	3.2580868E+001
7.0000185E+006	-8.9298866E+001	6.9737500E+002
4.7356185E+006	3.8214743E+000	2.5970309E+002
3.2037188E+006	-2.8406491E+000	6.8648859E+002
2.1673750E+006	4.7219641E+002	4.0087418E+002
1.4662634E+006	4.8394348E+002	2.4505034E+002
7.0000185E+006	-4.6749110E+000	-7.3859116E+001
4.7356185E+006	3.4034340E+001	-3.2928494E+002
3.2037188E+006	3.8476952E+001	6.1871887E+002
2.1673750E+006	4.2021643E+002	6.5010443E+002
1.4662634E+006	2.6038724E+002	1.1329892E+002
9.9195556E+005	3.1163733E+001	-2.9990456E+001
7.0000185E+006	-1.2707726E+002	-2.0863402E+002
4.7356185E+006	-1.5010770E+002	2.8288773E+002
3.2037188E+006	5.9717126E+002	-4.2059256E+002
2.1673750E+006	1.8517181E+002	3.2860907E+002
1.4662634E+006	1.6927094E+002	6.7526047E+001
7.0000185E+006	-7.1888878E+001	7.3259529E+001
4.7356185E+006	3.5901456E+002	1.7730698E+002
3.2037188E+006	3.3988321E+002	5.6439557E+002
2.1673750E+006	1.2326749E+002	6.0476971E+002
7.0000185E+006	3.3314266E+001	-3.8151680E+001
4.7356185E+006	-5.2396751E+001	-4.4085014E+001
3.2037188E+006	-5.4364391E+001	3.3801476E+001
2.1673750E+006	-1.6576590E+001	4.6207920E+001
1.4662634E+006	-4.4104972E+000	3.9535316E+001
7.0000185E+006	5.6686745E+001	-1.8637724E+001
4.7356185E+006	5.8249731E+002	1.4499487E+002
3.2037188E+006	-6.0590946E+001	9.0059955E+002
2.1673750E+006	3.1119305E+002	-2.7045221E+002
1.4662634E+006	4.0782269E+002	1.3046941E+002
7.0000185E+006	7.9747415E+000	-9.0553345E+001
4.7356185E+006	7.2643639E+001	1.6818982E+002
3.2037188E+006	1.5594528E+002	9.0015680E+002
2.1673750E+006	4.5999799E+002	6.1800995E+002
7.0000185E+006	2.2238392E+001	-1.3231007E+002
4.7356185E+006	8.2959259E+001	-1.5312025E+002
3.2037188E+006	3.0403525E+002	6.7224603E+002
2.1673750E+006	3.6864630E+002	4.2931107E+002
7.0000185E+006	-1.7179250E+000	-3.4018881E+000
4.7356185E+006	-5.5114105E+001	-4.4293114E+001
7.0000185E+006	2.3520555E+002	-4.1198135E+001
4.7356185E+006	1.5187317E+002	-3.7692104E+001
3.2037188E+006	1.5090109E+002	7.4857947E+002
2.1673750E+006	3.0484619E+002	6.4771466E+002
7.0000185E+006	4.2002850E+001	-4.3667397E+001
4.7356185E+006	-5.7695480E+001	-3.7209846E+001
3.2037188E+006	-5.0511967E+001	2.7574358E+001
2.1673750E+006	-2.2631012E+001	3.7280228E+001
1.4662634E+006	-4.8917985E+000	2.2914629E+001
7.0000185E+006	1.1450330E+002	-1.5566098E+002
4.7356185E+006	1.5673369E+002	3.4678638E+001
3.2037188E+006	7.3483044E+002	1.6076090E+003
2.1673750E+006	8.2511200E+002	4.1495697E+002
1.4662634E+006	6.4401385E+002	1.2103031E+002
7.0000185E+006	5.7384622E-001	-7.1932091E+001
4.7356185E+006	3.2495642E+002	1.5855339E+002
3.2037188E+006	-7.8097450E+001	1.0840300E+003
2.1673750E+006	4.8487268E+002	6.0495581E+002
1.4662634E+006	5.9039459E+002	2.1910133E+002
7.0000185E+006	1.4079684E+002	-1.0843352E+002
4.7356185E+006	2.0081912E+002	9.2491409E+001
3.2037188E+006	-9.9600822E+001	8.1370667E+002
2.1673750E+006	1.6811253E+002	7.6379816E+002
7.0000185E+006	-2.6770887E+000	-8.3039543E+001
4.7356185E+006	2.1952694E+001	-2.1330205E+002
3.2037188E+006	3.5684836E+002	6.4709094E+002
2.1673750E+006	4.8250699E+002	4.6987692E+002
7.0000185E+006	-9.6013481E+001	-1.0863145E+002
4.7356185E+006	1.6552480E+002	1.2069296E+002
3.2037188E+006	1.6197659E+002	7.8084027E+002
2.1673750E+006	2.2439748E+002	4.9159122E+002
7.0000185E+006	-1.5738018E+000	-8.6472878E+001
4.7356185E+006	1.7132872E+002	-2.3899120E+001
3.2037188E+006	5.9527173E+002	1.1411973E+003
2.1673750E+006	1.7517862E+002	1.6893945E+002
1.4662634E+006	3.2530997E+002	1.9143561E+002
7.0000185E+006	-9.7360245E+001	-6.6555031E+001
4.7356185E+006	1.1285725E+002	-1.6636130E+002
3.2037188E+006	2.2076396E+002	4.4687070E+002
2.1673750E+006	3.3645703E+002	3.5579645E+002
1.4662634E+006	1.8806754E+002	6.6891838E+001
7.0000185E+006	-7.1544552E+000	-7.3216171E+001
4.7356185E+006	-1.9399875E+002	-1.8497453E+002
3.2037188E+006	7.3827148E+001	8.4322125E+002
2.1673750E+006	3.2634274E+002	4.2714377E+002
7.0000185E+006	2.6529573E+001	-4.1957687E+001
4.7356185E+006	-5.2233429E+001	-4.0646763E+001
3.2037188E+006	-5.2342381E+001	3.1913622E+001
2.1673750E+006	-1.7805248E+001	4.7096405E+001
1.4662634E+006	-2.8096399E+000	4.1225315E+001
7.0000185E+006	5.4389751E+001	-7.5156860E+001
4.7356185E+006	-1.3111200E+002	1.1846094E+002
3.2037188E+006	1.3499622E+001	4.2773819E+002
2.1673750E+006	2.3202417E+002	2.7572620E+002
1.4662634E+006	2.7051944E+002	1.4683800E+002
9.9195556E+005	1.7437832E+001	-2.7887466E+001
7.0000185E+006	-5.5779076E+001	-2.7698584E+002
4.7356185E+006	2.6439206E+002	-1.4053216E+001
3.2037188E+006	-1.2530445E+002	5.9408002E+002
2.1673750E+006	4.9870673E+002	5.7185406E+002
1.4662634E+006	3.1541678E+002	1.2663050E+002
7.0000185E+006	6.6596016E+001	-4.4067780E+001
4.7356185E+006	-2.0268181E+002	2.8324380E+002
3.2037188E+006	-1.2967511E+002	6.7862030E+002
2.1673750E+006	1.8610597E+002	2.8707608E+002
1.4662634E+006	1.3895757E+002	4.9284225E+001
7.0000185E+006	-4.7467030E+001	-3.7220631E+001
4.7356185E+006	3.9240219E+001	7.1773761E+002
3.2037188E+006	3.3740237E+002	7.3588165E+002
2.1673750E+006	1.9978369E+002	4.2177368E+002
7.0000185E+006	1.4571177E+001	-1.1079304E+002
4.7356185E+006	2.4050987E+002	-5.2865082E+001
3.2037188E+006	-6.1637802E+001	9.9866742E+002
2.1673750E+006	3.6243332E+002	6.1429938E+002
1.4662634E+006	3.9861188E+002	1.3772948E+002
7.0000185E+006	2.8151529E+001	-9.0960754E+001
4.7356185E+006	3.5585147E+002	-3.6493979E+002
3.2037188E+006	2.4694083E+002	5.5870685E+002
2.1673750E+006	2.5811902E+002	4.6644492E+002
1.4662634E+006	1.7539413E+002	8.1389389E+001
7.0000185E+006	8.0153427E+001	-4.6988754E+000
4.7356185E+006	-2.4534130E+001	2.5464305E+002
7.0000185E+006	5.9541191E+001	-4.6160149E+001
4.7356185E+006	-5.1214069E+001	-2.1240824E+001
3.2037188E+006	-5.2576874E+001	3.0309847E+001
2.1673750E+006	-1.7698011E+001	5.0449295E+001
1.4662634E+006	-1.7768239E+000	4.1554123E+001
7.0000185E+006	-6.9850159E+001	-8.2747208E+001
4.7356185E+006	-8.5570793E+001	-8.0120377E+001
3.2037188E+006	3.6433618E+002	5.2618396E+002
2.1673750E+006	2.2759003E+002	3.7691833E+002
1.4662634E+006	2.1051097E+002	1.3044853E+002
7.0000185E+006	5.8001938E+001	-8.5958397E+001
4.7356185E+006	3.2041403E+002	2.4788020E+002
3.2037188E+006	-9.6810913E+001	6.4431128E+002
2.1673750E+006	4.7259766E+002	5.7969617E+002
7.0000185E+006	1.1298103E+002	3.8912117E+001
4.7356185E+006	2.7865097E+002	-1.8037030E+002
3.2037188E+006	7.6012993E+001	8.5428680E+002
2.1673750E+006	4.0476151E+002	6.4204889E+002
7.0000185E+006	-1.0604772E+002	-1.4481729E+002
4.7356185E+006	2.1320737E+002	3.1556604E+002
3.2037188E+006	3.0105832E+002	4.7654236E+002
2.1673750E+006	1.1684864E+002	5.4204352E+002
1.4662634E+006	1.0904499E+001	3.7234058E+001
7.0000185E+006	5.4508522E+001	-1.1527148E+002
4.7356185E+006	1.2807085E+002	1.6817915E+001
3.2037188E+006	1.1372980E+001	5.9463574E+002
2.1673750E+006	2.5576295E+002	5.2297247E+002
1.4662634E+006	2.2038042E+002	8.1255348E+001
7.0000185E+006	1.4695422E+002	5.0622379E+001
4.7356185E+006	2.8305246E+002	1.8344502E+002
3.2037188E+006	2.0938138E+002	4.0099115E+002
2.1673750E+006	2.4063937E+002	3.5513693E+002
1.4662634E+006	1.6686623E+002	8.4595459E+001
9.9195556E+005	1.7841143E+001	-2.1249908E+001
7.0000185E+006	-8.1203728E+001	4.3316582E+001
4.7356185E+006	-4.2454315E+001	-5.2283230E+001
3.2037188E+006	-5.1045544E+001	2.7719200E+001
2.1673750E+006	-1.8657286E+001	4.4109581E+001
7.0000185E+006	-2.5682635E+000	-9.4940926E+001
4.7356185E+006	6.0036640E+001	2.7883102E+002
3.2037188E+006	-3.7942252E+002	1.0561766E+003
2.1673750E+006	4.4855148E+002	4.9107379E+002
1.4662634E+006	4.1370926E+002	1.6199217E+002
7.0000185E+006	1.4544545E+001	-1.9212177E+001
4.7356185E+006	-2.7830331E+002	3.8670886E+002
3.2037188E+006	-7.2143356E+001	7.4445044E+002
2.1673750E+006	3.9518378E+002	5.8074335E+002
7.0000185E+006	6.1465405E+001	-1.0910265E+002
4.7356185E+006	4.2149422E+001	-1.5639761E+002
3.2037188E+006	-5.1585516E+002	7.5998212E+002
2.1673750E+006	4.2024643E+002	7.5960352E+002
7.0000185E+006	-1.1986958E+001	-1.4637650E+002
4.7356185E+006	-1.3129060E+002	-1.4113474E+002
3.2037188E+006	7.5658173E+001	5.5981787E+002
2.1673750E+006	2.0804935E+002	5.2480469E+002
7.0000185E+006	3.1978605E+001	-2.3449574E+001
4.7356185E+006	-5.2491241E+001	-4.3030838E+001
3.2037188E+006	-5.3257393E+001	3.1224688E+001
2.1673750E+006	-1.7981264E+001	4.7873318E+001
1.4662634E+006	-5.1273870E+000	4.0301010E+001
7.0000185E+006	-1.9249279E+000	-6.9856224E+001
4.7356185E+006	3.9608929E+002	3.6820923E+002
3.2037188E+006	7.0530815E+001	5.8042419E+002
2.1673750E+006	4.0935861E+002	5.8839063E+002
1.4662634E+006	3.7590045E+002	2.1809363E+002
7.0000185E+006	3.3698788E+001	-8.3383781E+001
4.7356185E+006	1.8263412E+002	-1.5766823E+002
3.2037188E+006	2.2285590E+002	3.5133090E+002
2.1673750E+006	1.5058769E+002	2.9100262E+002
1.4662634E+006	1.9708418E+002	4.8357986E+001
7.0000185E+006	1.7534393E+001	-1.0368437E+002
4.7356185E+006	-2.2094493E+002	-2.2958788E+002
3.2037188E+006	6.0307407E+000	4.5230090E+002
2.1673750E+006	2.2525148E+002	2.8308102E+002
1.4662634E+006	1.4403624E+002	5.9652740E+001
7.0000185E+006	3.8133446E+001	-3.3227692E+001
4.7356185E+006	-4.8709591E+001	-3.5957912E+001
3.2037188E+006	-5.4023003E+001	3.0825111E+001
2.1673750E+006	-1.5686054E+001	4.8675850E+001
1.4662634E+006	-2.8765898E+000	4.0571354E+001
7.0000185E+006	1.4469652E+002	-3.5928123E+001
4.7356185E+006	2.8551669E+002	-4.3539908E+002
3.2037188E+006	-2.1939449E+001	3.7760791E+002
2.1673750E+006	1.8445430E+002	3.0434128E+002
1.4662634E+006	2.0609076E+002	1.1306854E+002
9.9195556E+005	2.5712481E+001	-4.5871761E+001
7.0000185E+006	1.8987597E+001	-7.8028137E+001
4.7356185E+006	8.1833000E+001	-2.0820995E+002
3.2037188E+006	-4.5678204E+001	4.9544446E+002
2.1673750E+006	2.8302396E+002	3.0442499E+002
1.4662634E+006	2.1878621E+002	8.7684692E+001
7.0000185E+006	-7.2623077E+001	-1.0856572E+002
4.7356185E+006	2.2803241E+002	4.0730148E+002
3.2037188E+006	-2.1603113E+002	1.0922981E+003
2.1673750E+006	3.5159344E+002	5.2151105E+002
7.0000185E+006	6.2239849E+001	-6.8771881E+001
4.7356185E+006	2.4718661E+002	-8.3861824E+001
3.2037188E+006	-2.1320970E+002	5.3200537E+002
2.1673750E+006	2.9821890E+002	1.5632899E+002
1.4662634E+006	1.7887679E+000	4.4491417E+001
7.0000185E+006	1.1120734E+002	-6.4930473E+001
4.7356185E+006	3.9445584E+002	-1.5765582E+002
3.2037188E+006	5.3464819E+002	7.6401910E+002
2.1673750E+006	3.0664139E+002	6.2537939E+002
1.4662634E+006	3.1776199E+002	1.5895979E+002
7.0000185E+006	4.3360386E+001	-9.7705734E+001
4.7356185E+006	-5.4558998E+001	-1.7931693E+002
3.2037188E+006	6.0428623E+001	8.0044391E+002
2.1673750E+006	4.1722821E+002	2.3997293E+002
7.0000185E+006	3.4427246E+001	-4.0302986E+001
4.7356185E+006	-5.7422024E+001	-2.6686033E+001
3.2037188E+006	-5.4042000E+001	2.6000885E+001
2.1673750E+006	-2.0053890E+001	4.2632980E+001
1.4662634E+006	-8.0094643E+000	3.4949974E+001
7.0000185E+006	2.8112006E+002	-3.8309467E+001
4.7356185E+006	1.5799129E+002	-3.0686139E+002
3.2037188E+006	2.9548203E+002	4.6322452E+002
2.1673750E+006	3.6217865E+002	4.3687646E+002
1.4662634E+006	4.7555536E+002	1.7675211E+002
7.0000185E+006	1.1698731E+001	-5.2329365E+001
4.7356185E+006	2.9949557E+002	-2.7255447E+002
3.2037188E+006	2.7029019E+002	6.5777698E+002
2.1673750E+006	3.5612885E+002	5.1446564E+002
1.4662634E+006	3.2980188E+002	1.6645372E+002
7.0000185E+006	2.0979959E+001	-8.8985069E+001
4.7356185E+006	2.8748150E+001	-8.7374977E+001
3.2037188E+006	2.6838498E+002	4.8019232E+002
2.1673750E+006	1.3583386E+002	3.9873389E+002
1.4662634E+006	1.4322600E+002	3.9255054E+001
7.0000185E+006	7.6101837E+001	-3.2696064E+000
4.7356185E+006	1.1322891E+002	-3.7484293E+002
3.2037188E+006	-2.2046754E+002	8.5485529E+002
2.1673750E+006	3.3552722E+002	3.6147946E+002
7.0000185E+006	3.2614834E+001	-3.9500744E+001
4.7356185E+006	-6.5784973E+001	-3.3953701E+001
3.2037188E+006	-5.3942871E+001	3.0112753E+001
2.1673750E+006	-1.6289970E+001	4.9541912E+001
1.4662634E+006	-2.6163969E+000	4.1333908E+001
7.0000185E+006	-4.5187618E+001	-6.7692398E+001
4.7356185E+006	8.0251320E+001	-2.9485953E+002
3.2037188E+006	-3.6326823E+000	3.9382919E+002
2.1673750E+006	1.6204694E+002	3.7633228E+002
1.4662634E+006	2.5190527E+002	1.0468932E+002
9.9195556E+005	2.9288326E+001	-4.6932026E+001
7.0000185E+006	4.6822990E+001	-7.9450089E+001
4.7356185E+006	2.2288405E+002	2.2854233E+002
3.2037188E+006	5.4729668E+001	7.4120844E+002
2.1673750E+006	1.3246317E+002	6.1047217E+002
1.4662634E+006	3.2421625E+002	8.2490540E+001
7.0000185E+006	3.9439259E+001	-4.0123116E+001
4.7356185E+006	-5.6114197E+001	-3.5838604E+001
3.2037188E+006	-5.3316624E+001	2.8529806E+001
2.1673750E+006	-1.9843428E+001	4.3486820E+001
1.4662634E+006	-6.9115739E+000	3.6456753E+001
7.0000185E+006	-1.5518682E+001	-1.4015350E+002
4.7356185E+006	-5.4583714E+001	1.9855063E+002
3.2037188E+006	6.5473984E+001	4.0248804E+002
2.1673750E+006	4.4279651E+002	2.4336119E+002
1.4662634E+006	3.0020599E+002	1.3816364E+002
9.9195556E+005	5.8008080E+001	-5.6367592E+001
7.0000185E+006	1.6447260E+002	-4.5370998E+001
4.7356185E+006	1.5138012E+001	3.0035367E+002
3.2037188E+006	2.7005270E+002	5.1987476E+002
2.1673750E+006	5.9451166E+002	7.7219104E+002
1.4662634E+006	3.1156088E+002	1.3266290E+002
7.0000185E+006	5.9646778E+001	-1.0708186E+002
4.7356185E+006	1.1483053E+002	-4.4437451E+002
3.2037188E+006	8.6938072E+001	1.3510643E+003
2.1673750E+006	2.4926602E+002	4.1280612E+002
7.0000185E+006	6.7707611E+001	8.8301720E+001
4.7356185E+006	5.8505455E+001	2.6542944E+002
3.2037188E+006	-1.7779988E+002	6.3554883E+002
2.1673750E+006	2.1888718E+002	3.1343375E+002
1.4662634E+006	7.5397797E+001	3.3915710E+001
7.0000185E+006	4.2035469E+001	-1.5107529E+002
4.7356185E+006	1.4529179E+002	3.1606827E+002
3.2037188E+006	1.7491765E+002	4.8489429E+002
2.1673750E+006	4.1463956E+002	3.1626266E+002
1.4662634E+006	3.2078711E+002	2.1132507E+002
7.0000185E+006	2.7852123E+001	-1.0750970E+002
4.7356185E+006	1.7766310E+001	-3.2596494E+002
3.2037188E+006	1.1767685E+002	3.8721799E+002
2.1673750E+006	2.1615204E+002	2.8577679E+002
