1,8.8899968,8.9751896,46.9861983641811,8.9711552
2,9.5329024,9.6096688,52.411221576106,9.6048056
3,8.1636216,8.238436,54.0039511110166,8.2334864
4,8.755252,8.8242064,58.761955727264,8.8236096
5,8.8949792,8.970076,53.6736825004522,8.9641856
6,9.53094,9.6068192,53.11229954981,9.6008088
7,8.078456,8.168508,44.663143517079,8.1654112
8,8.744404,8.8132136,58.3924975584804,8.809704
9,8.8590168,8.9350056,53.2999942096722,8.9330072
10,9.520744,9.5977656,52.6136096887106,9.5927824
11,8.0695552,8.1565736,46.4954009726679,8.1526744
12,8.7400376,8.8150808,53.6409268261484,8.8106144
13,8.8700152,8.9450368,53.5402604050025,8.941088
14,9.5487704,9.6246968,53.1023728242086,9.6178424
15,8.0916088,8.1704936,51.3359683994883,8.1675032
