1,9.2412264,9.2692856,54.6594058276796,9.2641624,9.2788896,9.2919456,9.2785048
2,9.472556,9.5135672,36.6474085127967,9.5095608,9.5255896,9.5395096,9.5544776
3,8.0701504,8.0982248,53.5970136494433,8.0873304,8.1004176,8.1164856,8.1324224
4,8.7265376,8.753324,57.652555027927,8.7454152,8.7614296,8.7785376,8.7944408
5,8.8910984,8.9190488,54.1802550231841,8.9137464,8.9301264,8.9441784,8.9561472
6,9.4797224,9.5155888,42.7272544777288,9.5115192,9.5265624,9.54128,9.55452
7,8.0592504,8.0881744,53.1729912875122,8.0813416,8.1002944,8.1163888,8.132304
8,8.736652,8.7633616,56.2915206517502,8.7563448,8.7732024,8.789292,8.8052032
9,8.628208,8.6722872,34.4710203451978,9.10952,8.275276,8.9582464,8.9699608
10,9.391396,9.4306024,38.9639446620966,9.4246168,9.42252,9.4576072,9.4696344
11,8.0524016,8.082288,51.9679854381917,8.075308,8.0943488,8.1113912,8.1263096
12,8.7254328,8.7693552,35.0216609292756,8.7613304,8.778284,8.7953976,8.8112896
13,8.8761128,8.9050984,53.1913915875462,8.9021448,8.920948,8.937032,8.950172
14,9.50948,9.542652,45.5009526106349,9.53758,9.5526936,9.5672632,9.58058
15,8.0453904,8.073276,53.8591244226422,8.0672312,8.0606104,8.0943568,8.1094696
