1,8.967036,9.0391344,55.8472975821934,9.036172,9.0412224,9.0469944,9.053304,9.06048,9.0675224,9.0702104,9.0732984
2,9.6100352,9.6859448,52.9897246198115,9.683004,9.6899408,9.6960536,9.701916,9.7078264,9.7147928,9.717784,9.7198416
3,8.1745432,8.2494488,53.7640229835959,8.235356,8.2474472,8.2554584,8.2624304,8.2694328,8.277448,8.2804424,8.2824984
4,8.773208,8.8452104,56.0026971323187,8.8450624,8.8508264,8.8596272,8.8666224,8.8757656,8.8827008,8.8873592,8.8906704
5,8.9690056,9.0410704,55.9392657719152,9.0381808,9.04414,9.0503312,9.0573296,9.0642472,9.0713,9.07438,9.0763512
6,9.606864,9.6838096,52.6462539768355,9.6820208,9.6889672,9.6948832,9.7018592,9.7078808,9.7149384,9.717884,9.7189408
7,8.1674784,8.2432768,53.4265103221176,8.2414816,8.2475736,8.2553944,8.2634984,8.2725088,8.27944,8.2825176,8.2844056
8,8.8093424,8.8771384,59.0723612012512,8.8754864,8.8793936,8.886988,8.8942464,8.903272,8.9099552,8.914128,8.9169008
9,8.9642536,9.0352408,56.5810061532211,9.0321432,9.0382256,9.0443848,9.0513288,9.0583808,9.0643408,9.0674576,9.0707104
10,9.5939736,9.6718816,51.9287621296909,9.6698672,9.675872,9.6828344,9.6888344,9.6958888,9.7028088,9.7056976,9.7078288
11,8.1394584,8.2164704,51.9737807094999,8.2164776,8.223516,8.231472,8.2404696,8.24854,8.2564344,8.259484,8.2618208
12,8.806376,8.8761688,58.0856363407113,8.873052,8.879572,8.88698,8.8939144,8.9019232,8.91096,8.9130296,8.915744
13,8.9474672,9.02656,51.0929439847877,9.024684,9.030744,9.03644,9.0438504,9.0506728,9.0575696,9.05978,9.0637936
14,9.5970376,9.6738936,52.4257468512547,9.6728896,9.6788968,9.684784,9.691868,9.6989128,9.7058672,9.707804,9.7107736
15,8.1674352,8.242412,53.6354819090706,8.240364,8.2473696,8.2544232,8.262428,8.2704216,8.2774904,8.2806016,8.2834208
