1,8.76962,8.8087288,51.5822986130985,8.802796,8.8248648,8.8408368
2,9.4075448,9.4617944,37.0774420456554,9.459692,9.4816752,9.4977624
3,7.9806872,8.0165304,56.0004463887147,8.0126304,8.0395704,8.0596304
4,8.6487928,8.683596,57.6606921202666,8.6775544,8.7025328,8.7224768
5,8.7567384,8.8098904,37.6805651715828,8.8117032,8.8337208,8.8496176
6,9.3966936,9.4628936,30.7674018126895,9.4596632,9.4757624,9.4896784
7,7.9857288,8.0225464,55.0295293555269,8.0187,8.0446168,8.06556
8,8.6096952,8.6445056,58.1567634959674,8.6364432,8.6614232,8.681496
9,8.767596,8.8186272,40.0600338616371,8.8128208,8.8367368,8.8528136
10,9.4286808,9.4686856,50.935707715074,9.4588056,9.4817232,9.4998248
11,8.0796304,8.116588,54.284726280926,8.1115848,8.1375928,8.1566584
12,8.2006024,8.2470968,43.7266079355791,8.2470776,8.2450144,8.257436
13,8.7909816,8.8280504,54.6772973497926,8.82238,8.8444696,8.8605016
14,9.4497616,9.4906872,49.6792472193449,9.4857176,9.5076688,9.5226576
15,8.0298264,8.0686328,51.9799414529557,8.063492,8.0906208,8.1096024
