1,8.8599,8.948156,45.8380030819428,8.9414584,8.9483872,8.9562392,8.9625208,8.9692632,8.9785944
2,9.4858072,9.5698744,47.7751061055918,9.5668176,9.5668328,9.5738488,9.580828,9.5789376,9.6008512
3,8.0675704,8.1415384,54.8419586848362,8.1365864,8.145492,8.1534216,8.1615248,8.1695136,8.1815368
4,8.7096928,8.7785496,58.8071214462473,8.7704736,8.7763808,8.7854672,8.7925048,8.801548,8.8125744
5,8.8362072,8.9274176,44.4340798856273,8.9215864,8.9304056,8.9383544,8.9463328,8.9545456,8.9644984
6,9.492684,9.5698336,52.3276076609598,9.5637008,9.5727464,9.5807384,9.5896184,9.5976856,9.6097016
7,8.0688232,8.1405848,55.7471015139027,8.1365816,8.1445656,8.1515928,8.1596832,8.16766,8.179612
8,8.6765824,8.7505208,54.9263927810168,8.742468,8.749524,8.7584456,8.7665272,8.7755328,8.7885664
9,8.836388,8.9084664,55.5638360451948,8.9024584,8.9093928,8.9174264,8.9236792,8.9303728,8.9394384
10,9.5065696,9.5877488,49.7059295977299,9.5769264,9.5848608,9.594828,9.5997896,9.6088528,9.6267968
11,8.0666712,8.1394912,55.2427849491897,8.1345592,8.1425664,8.1504856,8.1585608,8.1656,8.178604
12,8.6967352,8.765608,58.4547716950674,8.7574336,8.7655544,8.7735312,8.7825696,8.7905304,8.8036488
13,8.8504152,8.9244496,54.3484110089361,8.915284,8.9232568,8.9305496,8.9375432,8.9442696,8.9543888
14,9.47464,9.55478,50.1987122535573,9.5479296,9.5557592,9.5667568,9.5728152,9.5817872,9.5946464
15,8.0538248,8.127708,54.8814453082697,8.1205816,8.1275512,8.13548,8.1434704,8.1514024,8.1625416
